GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om
Oahu_CentralTrackingPV_PV_12	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_13	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_13	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_13	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_13	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_13	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_13	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_14	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_14	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_14	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_14	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_14	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_14	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2090	1415952.115	22970
